row_kind,backend,mode,mode_name,tracking_mode,pid_tid_cache,alloc_pattern,repeat_index,threads,size,duration,flush_threshold,sample_interval,filter_size,blocked,baseline_ops,with_probe_ops,overhead_pct,records_or_events,malloc_events,calloc_events,realloc_events,free_events,alloc_records,free_records,unmatched_free,ringbuf_drops,observed_events,logs
ebpf_uprobe,libbpf,libbpf_ring_output,libbpf_ring_output,none,n/a,malloc_only,2,4,32,5,20,1,-1,0,12835339.40,406236.80,96.8350,4062385,2031192,4,0,2031209,2031196,2031189,12,0,4062385,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_ring_output_malloc_only_r2_t4_s32_d5.loader.log;
baseline,none,baseline_no_hook,baseline_no_hook,none,n/a,mixed3,2,1,32,5,20,1,-1,0,12011266.40,12011266.40,0.0000,0,0,0,0,0,0,0,0,0,0,;
ld_preload,ld_preload,ld_preload_stage6_default,stage6_notify,global,0,mixed3,2,1,32,5,20,1,-1,0,12011266.40,225540.60,98.1223,2633941,1503608,0,0,1127703,1503608,1127703,0,0,0,;/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_ld_preload_stage6_default_global_cache0_mixed3_r2_t1_s32_d5.consumer.log
ld_preload,ld_preload,ld_preload_stage6_optimized,stage6_notify,sharded,1,mixed3,2,1,32,5,20,1,-1,0,12011266.40,586703.40,95.1154,6851720,3911361,0,0,2933519,3911361,2933519,0,0,0,;/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_ld_preload_stage6_optimized_sharded_cache1_mixed3_r2_t1_s32_d5.consumer.log
ebpf_uprobe,libbpf,libbpf_count_only,libbpf_count_only,none,n/a,mixed3,2,1,32,5,20,1,-1,0,12011266.40,149626.80,98.7543,1745665,498761,249379,249378,748147,0,0,0,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_count_only_mixed3_r2_t1_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_sample_filter,libbpf_sample_filter,none,n/a,mixed3,2,1,32,5,20,1,-1,0,12011266.40,141529.20,98.8217,943534,471769,235883,235882,707659,0,0,0,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_sample_filter_mixed3_r2_t1_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_tracking,libbpf_tracking,none,n/a,mixed3,2,1,32,5,20,1,-1,0,12011266.40,138363.00,98.8481,1614243,461215,230606,230605,691828,922426,691817,9,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_tracking_mixed3_r2_t1_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_ring_output,libbpf_ring_output,none,n/a,mixed3,2,1,32,5,20,1,-1,0,12011266.40,111018.60,99.0757,1295225,370067,185032,185031,555106,740130,555095,9,0,1295225,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_ring_output_mixed3_r2_t1_s32_d5.loader.log;
baseline,none,baseline_no_hook,baseline_no_hook,none,n/a,mixed3,2,4,32,5,20,1,-1,0,9402736.20,9402736.20,0.0000,0,0,0,0,0,0,0,0,0,0,;
ld_preload,ld_preload,ld_preload_stage6_default,stage6_notify,global,0,mixed3,2,4,32,5,20,1,-1,0,9402736.20,45185.80,99.5194,527700,301243,0,0,225926,301243,225926,0,0,0,;/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_ld_preload_stage6_default_global_cache0_mixed3_r2_t4_s32_d5.consumer.log
ld_preload,ld_preload,ld_preload_stage6_optimized,stage6_notify,sharded,1,mixed3,2,4,32,5,20,1,-1,0,9402736.20,249034.00,97.3515,2908313,1660235,0,0,1245172,1660235,1245172,0,0,0,;/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_ld_preload_stage6_optimized_sharded_cache1_mixed3_r2_t4_s32_d5.consumer.log
ebpf_uprobe,libbpf,libbpf_count_only,libbpf_count_only,none,n/a,mixed3,2,4,32,5,20,1,-1,0,9402736.20,459878.20,95.1091,5365308,1532936,766467,766463,2299442,0,0,0,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_count_only_mixed3_r2_t4_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_sample_filter,libbpf_sample_filter,none,n/a,mixed3,2,4,32,5,20,1,-1,0,9402736.20,447428.60,95.2415,2982868,1491437,745718,745713,2237195,0,0,0,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_sample_filter_mixed3_r2_t4_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_tracking,libbpf_tracking,none,n/a,mixed3,2,4,32,5,20,1,-1,0,9402736.20,439257.40,95.3284,5124686,1464200,732099,732095,2196338,2928394,2196292,38,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_tracking_mixed3_r2_t4_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_ring_output,libbpf_ring_output,none,n/a,mixed3,2,4,32,5,20,1,-1,0,9402736.20,366670.40,96.1004,4277838,1222243,611121,611117,1833402,2444481,1833357,37,0,4277838,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_ring_output_mixed3_r2_t4_s32_d5.loader.log;
baseline,none,baseline_no_hook,baseline_no_hook,none,n/a,malloc_only,3,1,32,5,20,1,-1,0,16187070.00,16187070.00,0.0000,0,0,0,0,0,0,0,0,0,0,;
ld_preload,ld_preload,ld_preload_stage6_default,stage6_notify,global,0,malloc_only,3,1,32,5,20,1,-1,0,16187070.00,268323.20,98.3424,2685920,1341621,0,0,1341617,1341621,1341617,0,0,0,;/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_ld_preload_stage6_default_global_cache0_malloc_only_r3_t1_s32_d5.consumer.log
ld_preload,ld_preload,ld_preload_stage6_optimized,stage6_notify,sharded,1,malloc_only,3,1,32,5,20,1,-1,0,16187070.00,672813.40,95.8435,6734861,3364071,0,0,3364067,3364071,3364067,0,0,0,;/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_ld_preload_stage6_optimized_sharded_cache1_malloc_only_r3_t1_s32_d5.consumer.log
ebpf_uprobe,libbpf,libbpf_count_only,libbpf_count_only,none,n/a,malloc_only,3,1,32,5,20,1,-1,0,16187070.00,179659.60,98.8901,1796609,898303,1,0,898305,0,0,0,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_count_only_malloc_only_r3_t1_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_sample_filter,libbpf_sample_filter,none,n/a,malloc_only,3,1,32,5,20,1,-1,0,16187070.00,165121.80,98.9799,825615,825614,1,0,825616,0,0,0,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_sample_filter_malloc_only_r3_t1_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_tracking,libbpf_tracking,none,n/a,malloc_only,3,1,32,5,20,1,-1,0,16187070.00,154414.60,99.0461,1544154,772078,1,0,772080,772079,772075,3,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_tracking_malloc_only_r3_t1_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_ring_output,libbpf_ring_output,none,n/a,malloc_only,3,1,32,5,20,1,-1,0,16187070.00,112846.20,99.3029,1128470,564236,1,0,564238,564237,564233,3,0,1128470,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_ring_output_malloc_only_r3_t1_s32_d5.loader.log;
baseline,none,baseline_no_hook,baseline_no_hook,none,n/a,malloc_only,3,4,32,5,20,1,-1,0,13052098.20,13052098.20,0.0000,0,0,0,0,0,0,0,0,0,0,;
ld_preload,ld_preload,ld_preload_stage6_default,stage6_notify,global,0,malloc_only,3,4,32,5,20,1,-1,0,13052098.20,75973.00,99.4179,760501,379874,0,0,379865,379874,379865,0,0,0,;/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_ld_preload_stage6_default_global_cache0_malloc_only_r3_t4_s32_d5.consumer.log
ld_preload,ld_preload,ld_preload_stage6_optimized,stage6_notify,sharded,1,malloc_only,3,4,32,5,20,1,-1,0,13052098.20,315469.00,97.5830,3157860,1577356,0,0,1577350,1577356,1577350,0,0,0,;/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_ld_preload_stage6_optimized_sharded_cache1_malloc_only_r3_t4_s32_d5.consumer.log
ebpf_uprobe,libbpf,libbpf_count_only,libbpf_count_only,none,n/a,malloc_only,3,4,32,5,20,1,-1,0,13052098.20,622247.00,95.2326,6222507,3111243,4,0,3111260,0,0,0,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_count_only_malloc_only_r3_t4_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_sample_filter,libbpf_sample_filter,none,n/a,malloc_only,3,4,32,5,20,1,-1,0,13052098.20,565685.40,95.6659,2828439,2828435,4,0,2828452,0,0,0,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_sample_filter_malloc_only_r3_t4_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_tracking,libbpf_tracking,none,n/a,malloc_only,3,4,32,5,20,1,-1,0,13052098.20,572970.00,95.6101,5729717,2864858,4,0,2864875,2864862,2864855,12,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_tracking_malloc_only_r3_t4_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_ring_output,libbpf_ring_output,none,n/a,malloc_only,3,4,32,5,20,1,-1,0,13052098.20,454907.60,96.5147,4549093,2274546,4,0,2274563,2274550,2274543,12,0,4549093,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_ring_output_malloc_only_r3_t4_s32_d5.loader.log;
baseline,none,baseline_no_hook,baseline_no_hook,none,n/a,mixed3,3,1,32,5,20,1,-1,0,12062613.80,12062613.80,0.0000,0,0,0,0,0,0,0,0,0,0,;
ld_preload,ld_preload,ld_preload_stage6_default,stage6_notify,global,0,mixed3,3,1,32,5,20,1,-1,0,12062613.80,229116.40,98.1006,2675700,1527446,0,0,1145582,1527446,1145582,0,0,0,;/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_ld_preload_stage6_default_global_cache0_mixed3_r3_t1_s32_d5.consumer.log
ld_preload,ld_preload,ld_preload_stage6_optimized,stage6_notify,sharded,1,mixed3,3,1,32,5,20,1,-1,0,12062613.80,583467.00,95.1630,6813920,3889784,0,0,2917334,3889784,2917334,0,0,0,;/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_ld_preload_stage6_optimized_sharded_cache1_mixed3_r3_t1_s32_d5.consumer.log
ebpf_uprobe,libbpf,libbpf_count_only,libbpf_count_only,none,n/a,mixed3,3,1,32,5,20,1,-1,0,12062613.80,146957.40,98.7817,1714522,489863,244930,244929,734800,0,0,0,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_count_only_mixed3_r3_t1_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_sample_filter,libbpf_sample_filter,none,n/a,mixed3,3,1,32,5,20,1,-1,0,12062613.80,138574.80,98.8512,923838,461921,230959,230958,692887,0,0,0,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_sample_filter_mixed3_r3_t1_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_tracking,libbpf_tracking,none,n/a,mixed3,3,1,32,5,20,1,-1,0,12062613.80,134949.00,98.8813,1574413,449835,224916,224915,674758,899666,674747,9,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_tracking_mixed3_r3_t1_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_ring_output,libbpf_ring_output,none,n/a,mixed3,3,1,32,5,20,1,-1,0,12062613.80,108091.20,99.1039,1261072,360309,180153,180152,540469,720614,540458,9,0,1261072,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_ring_output_mixed3_r3_t1_s32_d5.loader.log;
baseline,none,baseline_no_hook,baseline_no_hook,none,n/a,mixed3,3,4,32,5,20,1,-1,0,9535744.60,9535744.60,0.0000,0,0,0,0,0,0,0,0,0,0,;
ld_preload,ld_preload,ld_preload_stage6_default,stage6_notify,global,0,mixed3,3,4,32,5,20,1,-1,0,9535744.60,47286.00,99.5041,552240,315250,0,0,236435,315250,236435,0,0,0,;/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_ld_preload_stage6_default_global_cache0_mixed3_r3_t4_s32_d5.consumer.log
ld_preload,ld_preload,ld_preload_stage6_optimized,stage6_notify,sharded,1,mixed3,3,4,32,5,20,1,-1,0,9535744.60,285922.00,97.0016,3339101,1906155,0,0,1429610,1906155,1429610,0,0,0,;/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_ld_preload_stage6_optimized_sharded_cache1_mixed3_r3_t4_s32_d5.consumer.log
ebpf_uprobe,libbpf,libbpf_count_only,libbpf_count_only,none,n/a,mixed3,3,4,32,5,20,1,-1,0,9535744.60,447342.20,95.3088,5219054,1491149,745574,745570,2236761,0,0,0,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_count_only_mixed3_r3_t4_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_sample_filter,libbpf_sample_filter,none,n/a,mixed3,3,4,32,5,20,1,-1,0,9535744.60,437872.00,95.4081,2919157,1459581,729791,729785,2189412,0,0,0,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_sample_filter_mixed3_r3_t4_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_tracking,libbpf_tracking,none,n/a,mixed3,3,4,32,5,20,1,-1,0,9535744.60,436263.00,95.4250,5089751,1454218,727109,727104,2181366,2908431,2181320,38,0,0,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_tracking_mixed3_r3_t4_s32_d5.loader.log;
ebpf_uprobe,libbpf,libbpf_ring_output,libbpf_ring_output,none,n/a,mixed3,3,4,32,5,20,1,-1,0,9535744.60,362161.80,96.2021,4225237,1207214,603607,603602,1810860,2414423,1810814,38,0,4225237,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/libbpf_compare_libbpf_ring_output_mixed3_r3_t4_s32_d5.loader.log;
